Wavelength [nm]    	Intensity [counts]
344.911590576171875	-1524.53955078125
345.129486083984375	-1524.53955078125
345.34735107421875 	-1587.8448486328125
345.56524658203125 	-1553.818603515625
345.783111572265625	445.142486572265625
346.000946044921875	476.195831298828125
346.218780517578125	482.616790771484375
346.436614990234375	591.57177734375
346.654449462890625	793.55889892578125
346.87225341796875 	221.4651947021484375
347.090057373046875	-92.30519866943359375
347.307861328125   	895.1632080078125
347.525634765625   	656.55426025390625
347.743408203125   	200.9468994140625
347.961181640625   	1233.935791015625
348.178955078125   	651.23272705078125
348.396697998046875	827.45965576171875
348.614410400390625	604.365478515625
348.8321533203125  	577.70611572265625
349.04986572265625 	394.747467041015625
349.267578125      	736.2757568359375
349.485260009765625	587.3060302734375
349.702972412109375	189.061065673828125
349.920654296875   	969.0682373046875
350.1383056640625  	691.65521240234375
350.35595703125    	652.29705810546875
350.5736083984375  	151.208831787109375
350.791259765625   	452.641021728515625
351.008880615234375	678.8955078125
351.22650146484375 	410.840087890625
351.444122314453125	392.601104736328125
351.661712646484375	531.7999267578125
351.879302978515625	264.61328125
352.096893310546875	496.524200439453125
352.314453125      	343.192779541015625
352.532012939453125	474.055267333984375
352.74957275390625 	553.159912109375
352.96710205078125 	468.70306396484375
353.184661865234375	853.9217529296875
353.40216064453125 	353.940704345703125
353.61968994140625 	284.0087890625
353.837188720703125	627.8074951171875
354.0546875        	653.3614501953125
354.27215576171875 	1090.1650390625
354.4896240234375  	1169.9852294921875
354.70709228515625 	806.27557373046875
354.924560546875   	321.6851806640625
355.141998291015625	463.350006103515625
355.35943603515625 	912.069091796875
355.57684326171875 	740.522216796875
355.794281005859375	678.8955078125
356.011688232421875	1137.446533203125
356.22906494140625 	560.6324462890625
356.44647216796875 	385.08770751953125
356.663818359375   	693.78131103515625
356.881195068359375	1087.0108642578125
357.098541259765625	359.313201904296875
357.315887451171875	440.8568115234375
357.533233642578125	971.17767333984375
357.75054931640625 	437.64215087890625
357.967864990234375	928.967041015625
358.1851806640625  	1034.4034423828125
358.402496337890625	678.8955078125
358.619781494140625	1050.1932373046875
358.8370361328125  	802.0372314453125
359.0543212890625  	394.747467041015625
359.271575927734375	262.457427978515625
359.48883056640625 	537.1412353515625
359.7060546875     	601.16748046875
359.92327880859375 	828.5185546875
360.1405029296875  	431.2117919921875
360.357696533203125	675.704833984375
360.574920654296875	778.7169189453125
360.792083740234375	577.70611572265625
361.00927734375    	570.237548828125
361.2264404296875  	649.10382080078125
361.443603515625   	932.134521484375
361.6607666015625  	772.35406494140625
361.877899169921875	753.258544921875
362.09503173828125 	538.20941162109375
362.3121337890625  	708.66046142578125
362.52923583984375 	586.239501953125
362.746337890625   	917.35052490234375
362.96343994140625 	225.782958984375
363.180511474609375	465.4913330078125
363.3975830078125  	650.16827392578125
363.614654541015625	1479.392578125
363.831695556640625	355.015289306640625
