Wavelength [nm]    	Intensity [counts]
344.911590576171875	-1500.8399658203125
345.129486083984375	-1500.8399658203125
345.34735107421875 	-1671.1240234375
345.56524658203125 	-1674.6651611328125
345.783111572265625	585.45758056640625
346.000946044921875	362.822906494140625
346.218780517578125	399.325958251953125
346.436614990234375	516.0556640625
346.654449462890625	764.15155029296875
346.87225341796875 	305.831329345703125
347.090057373046875	25.671430587768554688
347.307861328125   	939.805908203125
347.525634765625   	608.913330078125
347.743408203125   	154.74407958984375
347.961181640625   	1382.7001953125
348.178955078125   	656.8382568359375
348.396697998046875	835.153564453125
348.614410400390625	633.41705322265625
348.8321533203125  	448.6422119140625
349.04986572265625 	436.85650634765625
349.267578125      	593.9888916015625
349.485260009765625	592.922607421875
349.702972412109375	438.999664306640625
349.920654296875   	935.58343505859375
350.1383056640625  	751.4193115234375
350.35595703125    	630.22198486328125
350.5736083984375  	216.355224609375
350.791259765625   	462.564971923828125
351.008880615234375	735.497314453125
351.22650146484375 	483.972320556640625
351.444122314453125	478.62188720703125
351.661712646484375	421.849853515625
351.879302978515625	305.831329345703125
352.096893310546875	501.0875244140625
352.314453125      	355.302032470703125
352.532012939453125	418.6331787109375
352.74957275390625 	604.64990234375
352.96710205078125 	481.832244873046875
353.184661865234375	771.5765380859375
353.40216064453125 	298.295867919921875
353.61968994140625 	307.98394775390625
353.837188720703125	794.90167236328125
354.0546875        	558.782470703125
354.27215576171875 	1034.684326171875
354.4896240234375  	1079.9307861328125
354.70709228515625 	797.02130126953125
354.924560546875   	403.617523193359375
355.141998291015625	605.7158203125
355.35943603515625 	764.15155029296875
355.57684326171875 	793.84173583984375
355.794281005859375	681.30621337890625
356.011688232421875	1148.22607421875
356.22906494140625 	580.12432861328125
356.44647216796875 	355.302032470703125
356.663818359375   	663.22296142578125
356.881195068359375	1149.2757568359375
357.098541259765625	487.18212890625
357.315887451171875	498.948638916015625
357.533233642578125	961.96600341796875
357.75054931640625 	543.83465576171875
357.967864990234375	1006.24615478515625
358.1851806640625  	952.470458984375
358.402496337890625	712.13153076171875
358.619781494140625	1075.72412109375
358.8370361328125  	844.68017578125
359.0543212890625  	342.404632568359375
359.271575927734375	306.907684326171875
359.48883056640625 	505.364898681640625
359.7060546875     	702.568115234375
359.92327880859375 	958.80108642578125
360.1405029296875  	641.93585205078125
360.357696533203125	573.7232666015625
360.574920654296875	828.80108642578125
360.792083740234375	632.35211181640625
361.00927734375    	522.4683837890625
361.2264404296875  	699.37969970703125
361.443603515625   	931.36041259765625
361.6607666015625  	728.06451416015625
361.877899169921875	790.661865234375
362.09503173828125 	519.26220703125
362.3121337890625  	871.12933349609375
362.52923583984375 	700.4425048828125
362.746337890625   	999.9237060546875
362.96343994140625 	316.592926025390625
363.180511474609375	498.948638916015625
363.3975830078125  	554.51239013671875
363.614654541015625	1376.436767578125
363.831695556640625	204.4758758544921875
364.048736572265625	314.44091796875
364.2657470703125  	1111.466552734375
364.4827880859375  	985.16693115234375
364.699798583984375	483.972320556640625
364.916778564453125	31.107086181640625
365.1337890625     	668.5426025390625
365.35076904296875 	579.05755615234375
365.567718505859375	984.11273193359375
365.784698486328125	441.142730712890625
366.00164794921875 	218.514556884765625
366.21856689453125 	281.0645751953125
366.435516357421875	733.37384033203125
366.652435302734375	826.68328857421875
366.86932373046875 	421.849853515625
367.08624267578125 	1132.4761962890625
367.303131103515625	227.150299072265625
367.52001953125    	620.63482666015625
367.73687744140625 	1010.4605712890625
367.9537353515625  	1018.8880615234375
368.17059326171875 	493.600799560546875
368.387420654296875	933.4720458984375
368.604248046875   	731.250244140625
368.821075439453125	810.79608154296875
369.037872314453125	436.85650634765625
369.254669189453125	755.6639404296875
369.471466064453125	271.367462158203125
369.688262939453125	1383.744140625
369.905029296875   	1110.415771484375
370.12176513671875 	782.18084716796875
370.338531494140625	587.59063720703125
370.555267333984375	457.210845947265625
370.772003173828125	451.855743408203125
370.98870849609375 	1371.2164306640625
371.205413818359375	510.710723876953125
371.422119140625   	860.55206298828125
371.638824462890625	282.141845703125
371.855499267578125	1256.2076416015625
372.0721435546875  	545.970458984375
372.288818359375   	456.139892578125
372.505462646484375	1401.4853515625
372.72210693359375 	419.7054443359375
372.938720703125   	668.5426025390625
373.155364990234375	1358.6851806640625
373.3719482421875  	380.006378173828125
373.58856201171875 	812.91485595703125
373.805145263671875	419.7054443359375
374.021728515625   	467.918212890625
374.23828125       	166.6445159912109375
374.454833984375   	700.4425048828125
374.67138671875    	860.55206298828125
374.887939453125   	863.72552490234375
