Wavelength [nm]    	Intensity [counts]
344.911590576171875	-1971.1302490234375
345.129486083984375	-1971.1302490234375
345.34735107421875 	-1882.4056396484375
345.56524658203125 	-1939.89990234375
345.783111572265625	463.778411865234375
346.000946044921875	484.11492919921875
346.218780517578125	773.8389892578125
346.436614990234375	727.14410400390625
346.654449462890625	679.321044921875
346.87225341796875 	442.357025146484375
347.090057373046875	282.285430908203125
347.307861328125   	1260.534912109375
347.525634765625   	571.7315673828125
347.743408203125   	269.35577392578125
347.961181640625   	1367.178955078125
348.178955078125   	883.9588623046875
348.396697998046875	775.96002197265625
348.614410400390625	769.5966796875
348.8321533203125  	810.93731689453125
349.04986572265625 	777.02044677734375
349.267578125      	667.62054443359375
349.485260009765625	773.8389892578125
349.702972412109375	519.4046630859375
349.920654296875   	1243.7816162109375
350.1383056640625  	753.68316650390625
350.35595703125    	725.0201416015625
350.5736083984375  	368.33697509765625
350.791259765625   	777.02044677734375
351.008880615234375	651.6585693359375
351.22650146484375 	434.85601806640625
351.444122314453125	716.522705078125
351.661712646484375	744.13153076171875
351.879302978515625	399.468994140625
352.096893310546875	683.57476806640625
352.314453125      	664.42877197265625
352.532012939453125	709.085693359375
352.74957275390625 	548.24853515625
352.96710205078125 	493.743377685546875
353.184661865234375	1027.4539794921875
353.40216064453125 	535.43231201171875
353.61968994140625 	425.209075927734375
353.837188720703125	567.46319580078125
354.0546875        	875.50030517578125
354.27215576171875 	1149.415771484375
354.4896240234375  	1032.7188720703125
354.70709228515625 	662.30072021484375
354.924560546875   	510.853240966796875
355.141998291015625	689.954345703125
355.35943603515625 	659.10845947265625
355.57684326171875 	720.77166748046875
355.794281005859375	842.7044677734375
356.011688232421875	1263.67529296875
356.22906494140625 	706.96051025390625
356.44647216796875 	559.9921875
356.663818359375   	948.39007568359375
356.881195068359375	1439.17041015625
357.098541259765625	612.2525634765625
357.315887451171875	561.0595703125
357.533233642578125	1305.525634765625
357.75054931640625 	584.53314208984375
357.967864990234375	722.89593505859375
