Wavelength [nm]    	Intensity [counts]
344.911590576171875	-1694.9830322265625
345.129486083984375	-1694.9830322265625
345.34735107421875 	-1671.3602294921875
345.56524658203125 	-1768.4278564453125
345.783111572265625	575.64349365234375
346.000946044921875	510.4967041015625
346.218780517578125	434.49859619140625
346.436614990234375	609.7657470703125
346.654449462890625	783.02880859375
346.87225341796875 	352.937713623046875
347.090057373046875	-42.04192352294921875
347.307861328125   	965.9742431640625
347.525634765625   	546.8245849609375
347.743408203125   	376.57025146484375
347.961181640625   	1371.0074462890625
348.178955078125   	870.9176025390625
348.396697998046875	922.70159912109375
348.614410400390625	682.15673828125
348.8321533203125  	710.8563232421875
349.04986572265625 	584.177490234375
349.267578125      	803.16748046875
349.485260009765625	817.9990234375
349.702972412109375	335.738555908203125
349.920654296875   	1261.2325439453125
350.1383056640625  	884.66351318359375
350.35595703125    	555.36627197265625
350.5736083984375  	323.9083251953125
350.791259765625   	687.473388671875
351.008880615234375	698.10400390625
351.22650146484375 	459.13824462890625
351.444122314453125	665.137939453125
351.661712646484375	551.095703125
351.879302978515625	398.038177490234375
352.096893310546875	515.8416748046875
352.314453125      	521.18572998046875
352.532012939453125	672.584716796875
352.74957275390625 	421.635223388671875
352.96710205078125 	513.70379638671875
353.184661865234375	855.05035400390625
353.40216064453125 	253.90423583984375
353.61968994140625 	277.61688232421875
353.837188720703125	677.90289306640625
354.0546875        	605.50238037109375
354.27215576171875 	1100.7470703125
354.4896240234375  	1183.6925048828125
354.70709228515625 	770.3035888671875
354.924560546875   	459.13824462890625
355.141998291015625	654.4967041015625
355.35943603515625 	781.96856689453125
355.57684326171875 	821.1763916015625
355.794281005859375	845.526611328125
356.011688232421875	1238.195556640625
356.22906494140625 	626.8133544921875
356.44647216796875 	451.64129638671875
356.663818359375   	948.03814697265625
356.881195068359375	1296.81005859375
357.098541259765625	499.804046630859375
357.315887451171875	484.828094482421875
357.533233642578125	1077.616943359375
357.75054931640625 	608.699951171875
357.967864990234375	819.05816650390625
358.1851806640625  	1019.73046875
358.402496337890625	910.02667236328125
358.619781494140625	1148.015869140625
358.8370361328125  	884.66351318359375
359.0543212890625  	338.96417236328125
359.271575927734375	471.98583984375
359.48883056640625 	664.073974609375
359.7060546875     	699.16693115234375
359.92327880859375 	968.08380126953125
360.1405029296875  	758.6346435546875
