Wavelength [nm]    	Intensity [counts]
344.911590576171875	-1712.169677734375
345.129486083984375	-1712.169677734375
345.34735107421875 	-1702.7069091796875
345.56524658203125 	-1785.6912841796875
345.783111572265625	407.121795654296875
346.000946044921875	481.047454833984375
346.218780517578125	535.57470703125
346.436614990234375	602.80218505859375
346.654449462890625	731.5333251953125
346.87225341796875 	364.183563232421875
347.090057373046875	214.4835662841796875
347.307861328125   	1026.541259765625
347.525634765625   	583.6087646484375
347.743408203125   	192.879608154296875
347.961181640625   	1420.54052734375
348.178955078125   	831.200927734375
348.396697998046875	823.788818359375
348.614410400390625	677.3358154296875
348.8321533203125  	664.57061767578125
349.04986572265625 	578.27520751953125
349.267578125      	727.28564453125
349.485260009765625	715.6019287109375
349.702972412109375	324.41046142578125
349.920654296875   	1037.07080078125
350.1383056640625  	781.4031982421875
350.35595703125    	748.51849365234375
350.5736083984375  	223.12054443359375
350.791259765625   	662.442626953125
351.008880615234375	758.06890869140625
351.22650146484375 	430.71173095703125
351.444122314453125	571.873779296875
351.661712646484375	439.285369873046875
351.879302978515625	417.846771240234375
352.096893310546875	557.9996337890625
352.314453125      	560.134521484375
352.532012939453125	371.70220947265625
352.74957275390625 	597.4718017578125
352.96710205078125 	515.271728515625
353.184661865234375	968.576171875
353.40216064453125 	412.484771728515625
353.61968994140625 	314.727783203125
353.837188720703125	703.9141845703125
354.0546875        	769.738037109375
354.27215576171875 	1204.10498046875
354.4896240234375  	1099.135498046875
354.70709228515625 	749.57977294921875
354.924560546875   	494.955596923828125
355.141998291015625	696.474365234375
355.35943603515625 	781.4031982421875
355.57684326171875 	855.5443115234375
355.794281005859375	895.72705078125
356.011688232421875	1246.0157470703125
356.22906494140625 	536.64288330078125
356.44647216796875 	338.390899658203125
356.663818359375   	952.75177001953125
356.881195068359375	1142.206787109375
357.098541259765625	538.77923583984375
357.315887451171875	604.93408203125
357.533233642578125	1033.9122314453125
357.75054931640625 	600.670166015625
357.967864990234375	999.1507568359375
358.1851806640625  	831.200927734375
358.402496337890625	1047.5972900390625
358.619781494140625	1086.520263671875
358.8370361328125  	876.69873046875
359.0543212890625  	358.81195068359375
359.271575927734375	350.21533203125
359.48883056640625 	494.955596923828125
359.7060546875     	767.61669921875
359.92327880859375 	950.64129638671875
360.1405029296875  	767.61669921875
360.357696533203125	717.7265625
360.574920654296875	796.24407958984375
360.792083740234375	721.97540283203125
361.00927734375    	670.95379638671875
361.2264404296875  	898.8974609375
361.443603515625   	914.7452392578125
361.6607666015625  	745.33441162109375
361.877899169921875	857.6602783203125
362.09503173828125 	701.7886962890625
362.3121337890625  	752.763427734375
362.52923583984375 	668.82623291015625
362.746337890625   	1118.0506591796875
362.96343994140625 	425.35198974609375
363.180511474609375	468.20361328125
363.3975830078125  	723.03753662109375
363.614654541015625	1520.5504150390625
363.831695556640625	270.577117919921875
364.048736572265625	246.8586883544921875
364.2657470703125  	1012.84857177734375
364.4827880859375  	1070.7454833984375
364.699798583984375	600.670166015625
364.916778564453125	222.0410614013671875
365.1337890625     	696.474365234375
365.35076904296875 	745.33441162109375
365.567718505859375	1043.3870849609375
365.784698486328125	686.90643310546875
366.00164794921875 	255.4858245849609375
366.21856689453125 	456.4254150390625
366.435516357421875	608.13165283203125
366.652435302734375	784.58392333984375
366.86932373046875 	557.9996337890625
367.08624267578125 	1335.9803466796875
367.303131103515625	350.21533203125
367.52001953125    	663.506591796875
367.73687744140625 	889.38543701171875
367.9537353515625  	1178.9375
368.17059326171875 	613.46026611328125
368.387420654296875	1125.404052734375
368.604248046875   	641.15496826171875
368.821075439453125	889.38543701171875
369.037872314453125	637.96063232421875
369.254669189453125	864.007568359375
369.471466064453125	348.065765380859375
369.688262939453125	1605.8026123046875
369.905029296875   	1244.968505859375
370.12176513671875 	851.3118896484375
370.338531494140625	727.28564453125
370.555267333984375	400.684967041015625
370.772003173828125	530.2330322265625
370.98870849609375 	1312.9844970703125
371.205413818359375	536.64288330078125
371.422119140625   	881.98541259765625
371.638824462890625	317.955718994140625
371.855499267578125	1189.4259033203125
372.0721435546875  	645.41357421875
372.288818359375   	686.90643310546875
372.505462646484375	1374.6270751953125
372.72210693359375 	373.85003662109375
372.938720703125   	753.82464599609375
373.155364990234375	1421.5833740234375
373.3719482421875  	597.4718017578125
373.58856201171875 	692.2222900390625
373.805145263671875	444.64263916015625
374.021728515625   	711.352294921875
374.23828125       	279.197174072265625
374.454833984375   	775.0408935546875
374.67138671875    	934.8092041015625
374.887939453125   	970.685546875
375.104461669921875	33.5708160400390625
375.32098388671875 	326.561737060546875
375.5374755859375  	660.314453125
375.75396728515625 	1040.22900390625
375.970458984375   	835.435791015625
376.18695068359375 	1102.2886962890625
376.403411865234375	515.271728515625
376.619873046875   	618.7879638671875
376.8363037109375  	669.8900146484375
377.052734375      	798.36370849609375
377.2691650390625  	835.435791015625
377.485595703125   	586.80841064453125
377.701995849609375	307.194610595703125
377.91839599609375 	295.35284423828125
378.134765625      	724.099609375
378.35113525390625 	1057.0687255859375
378.5675048828125  	720.91326904296875
