Data from deut_80ms_50_SR4014911__0__16-30-02-227.txt Node

Date: Sun Jul 13 16:30:02 EDT 2025
User: cryst
Spectrometer: SR401491
Trigger mode: 0
Integration Time (sec): 8.000000E-2
Scans to average: 50
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
344.912	-122.92878
345.129	-148.63847
345.347	-138.13263
345.565	-112.32428
345.783	55.28297
346.001	41.00862
346.219	21.18136
346.437	38.0746
346.654	88.77733
346.872	38.33541
347.09	-5.14741
347.308	70.28785
347.526	42.09522
347.743	14.98231
347.961	115.1443
348.179	69.54974
348.397	66.0109
348.614	112.41338
348.832	118.7201
349.05	131.82737
349.268	141.7674
349.485	131.80571
349.703	99.83895
349.921	169.83575
350.138	142.28704
350.356	149.3229
350.574	74.9114
350.791	122.7071
351.009	158.13143
351.227	133.4518
351.444	109.68219
351.662	128.38325
351.879	108.03467
352.097	124.67872
352.314	111.13452
352.532	140.55487
352.75	129.16309
352.967	138.71431
353.185	147.82928
353.402	112.76018
353.62	88.21328
353.837	150.01556
354.055	131.28587
354.272	161.29057
354.49	183.78366
354.707	174.68047
354.925	107.86124
355.142	129.07644
355.359	160.3169
355.577	161.78821
355.794	146.7469
356.012	196.08233
356.229	147.91587
356.446	117.22482
356.664	151.94194
356.881	184.95108
357.099	135.96407
357.316	143.91086
357.533	138.06467
357.751	130.28948
357.968	243.54081
358.185	184.38899
358.402	135.20608
358.62	190.83066
358.837	173.92354
359.054	114.14733
359.272	114.92757
359.489	130.18118
359.706	147.30974
359.923	166.39636
360.141	140.55487
360.358	151.01124
360.575	168.90565
360.792	143.30465
361.009	150.90301
361.226	137.89143
361.444	203.73116
361.661	157.52553
361.878	160.55491
362.095	150.9463
362.312	183.87014
362.529	182.7243
362.746	167.0886
362.963	113.15032
363.181	132.39052
363.398	145.23149
363.615	208.28922
363.832	106.66888
364.049	106.53881
364.266	211.74508
364.483	156.91961
364.7	135.57425
364.917	87.23702
365.134	160.57655
365.351	141.37766
365.568	155.36148
365.785	111.45966
366.002	111.50301
366.219	112.0449
366.436	155.85923
366.652	194.69927
366.869	135.76916
367.086	181.49192
367.303	112.93358
367.52	133.84165
367.737	192.62455
367.954	171.69588
368.171	142.02722
368.387	221.44083
368.604	155.96743
368.821	141.87566
369.038	128.53489
369.255	156.22712
369.471	105.21631
369.688	194.69927
369.905	189.18796
370.122	153.86819
370.339	171.63099
370.555	118.22168
370.772	128.03665
370.989	239.1826
371.205	130.44111
371.422	145.12325
371.639	132.88868
371.855	218.67712
372.072	144.47376
372.289	121.36372
372.505	203.75276
372.722	120.08528
372.939	148.88997
373.155	179.58921
373.372	126.19526
373.589	150.29695
373.805	139.14739
374.022	111.82815
374.238	102.24588
374.455	166.37473
374.671	181.51354
374.888	156.03235
375.104	101.61707
375.321	98.99322
375.537	144.12736
375.754	150.53505
375.97	140.03519
376.187	214.44467
376.403	140.94461
376.62	139.53716
376.836	137.28508
377.053	137.80481
377.269	130.50609
377.486	124.83038
377.702	91.33708
377.918	86.73803
378.135	154.40925
378.351	174.33444
378.568	140.98792
378.784	138.45445
379	161.83148
379.217	124.91704
379.433	118.41672
379.649	189.18796
379.865	124.13708
380.082	186.55079
380.298	108.57662
380.514	209.65001
380.731	163.6056
380.947	112.84688
381.163	164.1681
381.379	129.37971
381.596	145.55623
381.812	179.09188
382.028	167.78082
382.244	137.06853
382.46	110.87441
382.676	208.28922
382.893	152.50468
383.109	144.9717
383.325	123.22711
383.541	174.20468
383.757	78.42738
383.973	176.88626
384.189	188.60434
384.405	140.83635
384.622	143.283
384.838	168.84075
385.054	174.26956
385.27	206.2155
385.486	137.04687
385.702	109.29199
385.918	165.37961
386.134	149.66923
386.35	182.44323
386.566	185.01593
386.782	186.76696
386.998	184.10795
387.214	158.08815
387.43	176.02127
387.646	221.74309
387.861	195.82301
388.077	169.9439
388.293	168.92728
388.509	172.15007
388.725	160.61982
388.941	179.43785
389.157	141.09618
389.373	183.67556
389.588	176.06452
389.804	182.11893
390.02	206.60433
390.236	126.47689
390.452	139.49385
390.668	154.21447
390.883	217.64066
391.099	176.38889
391.315	185.55638
391.531	128.20995
391.746	148.69515
391.962	175.54551
392.178	158.69404
392.393	147.98081
392.609	226.2119
392.825	152.13674
393.041	128.88149
393.256	191.47906
393.472	188.60434
393.687	176.17264
393.903	207.31718
394.119	174.4642
394.334	182.98373
394.55	210.25479
394.766	146.57371
394.981	194.54799
395.197	203.16945
395.412	238.79421
395.628	212.45779
395.843	222.75781
396.059	294.71106
396.274	204.44408
396.49	273.25389
396.705	205.82666
396.921	122.96711
397.136	182.33513
397.352	187.93425
397.567	175.19949
397.783	152.22331
397.998	170.03042
398.214	169.90064
398.429	138.86589
398.644	242.28951
398.86	168.99217
399.075	199.45325
399.29	150.18872
399.506	152.2666
399.721	173.94516
399.936	173.53425
400.152	169.59782
400.367	176.23752
400.582	189.07988
400.798	216.97126
401.013	129.74795
401.228	196.34164
401.444	197.44371
401.659	184.8646
401.874	234.24105
402.089	193.46742
402.304	194.69927
402.52	178.3567
402.735	156.20548
402.95	138.77927
403.165	198.97789
403.38	228.54318
403.596	164.49262
403.811	213.45125
404.026	239.39837
404.241	161.93966
404.456	170.22509
404.671	241.81486
404.886	205.3514
405.101	163.2378
405.316	190.5929
405.532	234.43528
405.747	192.97034
405.962	200.98732
406.177	193.59709
406.392	167.95388
406.607	223.53502
406.822	197.09797
407.037	233.39939
407.252	293.54812
407.467	274.43919
407.682	263.05831
407.896	293.95731
408.111	277.67157
408.326	295.68013
408.541	394.48712
408.756	415.79212
408.971	431.05898
409.186	432.81675
409.401	391.76122
409.616	232.32031
409.83	179.78381
410.045	164.49262
410.26	158.04488
410.475	151.61728
410.69	178.05397
410.905	192.79745
411.119	117.20315
411.334	163.93012
411.549	160.42509
411.764	212.63057
411.978	220.12378
412.193	176.86464
412.408	145.51293
412.623	130.98263
412.837	225.13254
413.052	207.7492
413.267	211.91786
413.481	161.68003
413.696	154.88537
413.911	145.88096
414.125	152.41811
414.34	144.75521
414.554	157.8934
414.769	205.02736
414.984	160.27363
415.198	132.2389
415.413	138.56273
415.627	192.73261
415.842	167.17513
416.056	210.94595
416.271	149.92898
416.485	181.42706
416.7	190.39837
416.914	168.08366
417.129	141.35601
417.343	190.03093
417.558	165.94207
417.772	202.17563
417.987	162.95655
418.201	153.88983
418.415	120.88702
418.63	186.55079
418.844	162.28584
419.059	199.45325
419.273	176.43214
419.487	239.37679
419.702	182.16217
419.916	256.61145
420.13	158.99699
420.345	143.97581
420.559	150.72985
420.773	157.50389
420.988	170.00879
421.202	231.21959
421.416	155.55625
421.63	175.459
421.845	180.41085
422.059	166.85065
422.273	134.51305
422.487	174.20468
422.701	231.19801
422.916	236.09693
423.13	164.14647
423.344	155.70774
423.558	156.33532
423.772	150.10214
423.986	169.12195
424.201	158.73732
424.415	245.6118
424.629	208.09481
424.843	192.66777
425.057	202.56452
425.271	128.16663
425.485	130.91764
425.699	131.35085
425.913	214.76861
426.127	180.34598
426.341	155.66446
426.555	144.66861
426.769	204.42247
426.983	212.82494
427.197	200.38235
427.411	195.32597
427.625	233.83101
427.839	176.36727
428.053	174.26956
428.267	140.35999
428.481	203.25587
428.695	137.39336
428.908	135.92076
429.122	199.71254
429.336	187.04798
429.55	158.32618
429.764	221.0522
429.978	264.35181
430.191	269.50371
430.405	373.98316
430.619	342.3515
430.833	488.02795
431.047	598.1797
431.26	871.03477
431.474	1064.52206
431.688	1174.68271
431.901	1250.64843
432.115	1509.33528
432.329	1713.25661
432.543	1864.7212
432.756	2275.01982
432.97	2343.66976
433.184	1612.80726
433.397	677.55272
433.611	269.07263
433.824	231.65125
434.038	201.6571
434.252	187.35061
434.465	181.68651
434.679	161.93966
434.892	200.68484
435.106	115.70779
435.319	161.37712
435.533	216.73373
435.747	178.03234
435.96	123.18377
436.174	229.40657
436.387	217.14401
436.601	195.32597
436.814	214.83339
437.027	144.47376
437.241	205.02736
437.454	149.38783
437.668	220.66356
437.881	225.26207
438.095	185.66447
438.308	201.37623
438.521	244.89992
438.735	190.11739
438.948	188.71242
439.161	183.58909
439.375	164.23301
439.588	226.90267
439.801	205.76185
440.015	183.07021
440.228	234.08999
440.441	257.06429
440.654	269.71925
440.868	256.56833
441.081	153.60848
441.294	230.42101
441.507	212.24182
441.721	184.15118
441.934	206.2803
442.147	161.09584
442.36	170.63605
442.573	214.98456
442.786	152.95919
443	220.62038
443.213	176.45377
443.426	187.91264
443.639	250.40041
443.852	191.91133
444.065	244.40374
444.278	220.36129
444.491	213.25688
444.704	198.86985
444.917	211.93946
